,id,query,label,tokened,token
2309,2309,خوابگاه دختران کجاست,2,"['خوابگاه', 'دختران', 'کجاست']","['خوابگاه', 'دختران', 'کجاست']"
2310,2310,چند درصد دانشجو های این دانشکده برای ادامه تحصیل میرن خارج,5,"['چند', 'درصد', 'دانشجو', 'های', 'این', 'دانشکده', 'برای', 'ادامه', 'تحصیل', 'میرن', 'خارج']","['چند', 'درصد', 'دانشجو', 'های', 'این', 'دانشکده', 'برای', 'ادامه', 'تحصیل', 'میرن', 'خارج']"
2311,2311,ساعت سایت دانشکده خراب است و جلو میرود,4,"['ساعت', 'سایت', 'دانشکده', 'خراب', 'است', 'و', 'جلو', 'میرود']","['ساعت', 'سایت', 'دانشکده', 'خراب', 'است', 'و', 'جلو', 'میرود']"
2312,2312,روی کامپیوتر سایت اوبونتو نصبه,3,"['روی', 'کامپیوتر', 'سایت', 'اوبونتو', 'نصبه']","['روی', 'کامپیوتر', 'سایت', 'اوبونتو', 'نصبه']"
2313,2313,باشگاه دانشگاه کجاست,2,"['باشگاه', 'دانشگاه', 'کجاست']","['باشگاه', 'دانشگاه', 'کجاست']"
2314,2314,چه درصدی از فارغ التحصیل کارشناسی ها معدلشون بالای هست,5,"['چه', 'درصدی', 'از', 'فارغ', 'التحصیل', 'کارشناسی', 'ها', 'معدلشون', 'بالای', 'هست']","['چه', 'درصدی', 'از', 'فارغ', 'التحصیل', 'کارشناسی', 'ها', 'معدلشون', 'بالای', 'هست']"
2315,2315,آیا امکان تمدید مهلت حذف و اضافه هست,1,"['آیا', 'امکان', 'تمدید', 'مهلت', 'حذف', 'و', 'اضافه', 'هست']","['آیا', 'امکان', 'تمدید', 'مهلت', 'حذف', 'و', 'اضافه', 'هست']"
2316,2316,شرکت نوآوری که میگن اومده کجاس ,2,"['شرکت', 'نوآوری', 'که', 'میگن', 'اومده', 'کجاس']","['شرکت', 'نوآوری', 'که', 'میگن', 'اومده', 'کجاس']"
2317,2317,رعایت قرنطینه در دوران کرونا چگونه است,5,"['رعایت', 'قرنطینه', 'در', 'دوران', 'کرونا', 'چگونه', 'است']","['رعایت', 'قرنطینه', 'در', 'دوران', 'کرونا', 'چگونه', 'است']"
2318,2318,تا کی نظرسنجی اساتید مهلت دارد,1,"['تا', 'کی', 'نظرسنجی', 'اساتید', 'مهلت', 'دارد']","['تا', 'کی', 'نظرسنجی', 'اساتید', 'مهلت', 'دارد']"
2319,2319,آیا دوره ml ارائه شده در دانشگاه رایگان است,2,"['آیا', 'دوره', 'ml', 'ارائه', 'شده', 'در', 'دانشگاه', 'رایگان', 'است']","['آیا', 'دوره', 'ml', 'ارائه', 'شده', 'در', 'دانشگاه', 'رایگان', 'است']"
2320,2320,چطوری باید مرخصی بگیرم,1,"['چطوری', 'باید', 'مرخصی', 'بگیرم']","['چطوری', 'باید', 'مرخصی', 'بگیرم']"
2321,2321,مهلت ارزشیابی اساتید تا کیه,1,"['مهلت', 'ارزشیابی', 'اساتید', 'تا', 'کیه']","['مهلت', 'ارزشیابی', 'اساتید', 'تا', 'کیه']"
2322,2322,درس مدرسه تکمیلی اجباری هست,1,"['درس', 'مدرسه', 'تکمیلی', 'اجباری', 'هست']","['درس', 'مدرسه', 'تکمیلی', 'اجباری', 'هست']"
2323,2323,هر ترم چند درس عمومی میشود برداشت,1,"['هر', 'ترم', 'چند', 'درس', 'عمومی', 'میشود', 'برداشت']","['هر', 'ترم', 'چند', 'درس', 'عمومی', 'میشود', 'برداشت']"
2324,2324,کلاس زبان تخصصی در کدام کلاس برگزار می شود,2,"['کلاس', 'زبان', 'تخصصی', 'در', 'کدام', 'کلاس', 'برگزار', 'می', 'شود']","['کلاس', 'زبان', 'تخصصی', 'در', 'کدام', 'کلاس', 'برگزار', 'می', 'شود']"
2325,2325,بدون کارت دانشجویی میشه کتاب گرفت,3,"['بدون', 'کارت', 'دانشجویی', 'میشه', 'کتاب', 'گرفت']","['بدون', 'کارت', 'دانشجویی', 'میشه', 'کتاب', 'گرفت']"
2326,2326,چگونه خوابگاه بگیریم,1,"['چگونه', 'خوابگاه', 'بگیریم']","['چگونه', 'خوابگاه', 'بگیریم']"
2327,2327,آیا امکان امانت یا رزرو کتب به صورت غیرحضوری وجود دارد,3,"['آیا', 'امکان', 'امانت', 'یا', 'رزرو', 'کتب', 'به', 'صورت', 'غیرحضوری', 'وجود', 'دارد']","['آیا', 'امکان', 'امانت', 'یا', 'رزرو', 'کتب', 'به', 'صورت', 'غیرحضوری', 'وجود', 'دارد']"
2328,2328,چارت آموزشی داریم آیا ,1,"['چارت', 'آموزشی', 'داریم', 'آیا']","['چارت', 'آموزشی', 'داریم', 'آیا']"
2329,2329,چه کسانی می توانند حذف پزشکی کنند,1,"['چه', 'کسانی', 'می', 'توانند', 'حذف', 'پزشکی', 'کنند']","['چه', 'کسانی', 'می', 'توانند', 'حذف', 'پزشکی', 'کنند']"
2330,2330,با رئیس دانشکده چگونه میتوانم صحبت کنم,2,"['با', 'رئیس', 'دانشکده', 'چگونه', 'میتوانم', 'صحبت', 'کنم']","['با', 'رئیس', 'دانشکده', 'چگونه', 'میتوانم', 'صحبت', 'کنم']"
2331,2331,اون سگ بزرگه رو تو دانشگاه دیدی,5,"['اون', 'سگ', 'بزرگه', 'رو', 'تو', 'دانشگاه', 'دیدی']","['اون', 'سگ', 'بزرگه', 'رو', 'تو', 'دانشگاه', 'دیدی']"
2332,2332,لطفا برای سلامت روحی دانشجویان یک تدبیری بیاندیشید,4,"['لطفا', 'برای', 'سلامت', 'روحی', 'دانشجویان', 'یک', 'تدبیری', 'بیاندیشید']","['لطفا', 'برای', 'سلامت', 'روحی', 'دانشجویان', 'یک', 'تدبیری', 'بیاندیشید']"
2333,2333,آیا پوشش افراد در دانشگاه اهمیت دارد ,5,"['آیا', 'پوشش', 'افراد', 'در', 'دانشگاه', 'اهمیت', 'دارد']","['آیا', 'پوشش', 'افراد', 'در', 'دانشگاه', 'اهمیت', 'دارد']"
2334,2334,دروس حذف شده نیاز به پرداخت شهریه دارد,1,"['دروس', 'حذف', 'شده', 'نیاز', 'به', 'پرداخت', 'شهریه', 'دارد']","['دروس', 'حذف', 'شده', 'نیاز', 'به', 'پرداخت', 'شهریه', 'دارد']"
2335,2335,مدارک لازم برای ثبت نام چه می باشد,1,"['مدارک', 'لازم', 'برای', 'ثبت', 'نام', 'چه', 'می', 'باشد']","['مدارک', 'لازم', 'برای', 'ثبت', 'نام', 'چه', 'می', 'باشد']"
2336,2336,روی کامپیوتر ها آفیس نصب شده است,3,"['روی', 'کامپیوتر', 'ها', 'آفیس', 'نصب', 'شده_است']","['روی', 'کامپیوتر', 'ها', 'آفیس', 'نصب', 'شده_است']"
2337,2337,باکس دکتر شمس فرد رو کجا باید پیدا کنم,2,"['باکس', 'دکتر', 'شمس', 'فرد', 'رو', 'کجا', 'باید', 'پیدا', 'کنم']","['باکس', 'دکتر', 'شمس', 'فرد', 'رو', 'کجا', 'باید', 'پیدا', 'کنم']"
2338,2338,در دستشویی های زیرزمین خراب شدن لطفا تعمیر بشن,4,"['در', 'دستشویی', 'های', 'زیرزمین', 'خراب', 'شدن', 'لطفا', 'تعمیر', 'بشن']","['در', 'دستشویی', 'های', 'زیرزمین', 'خراب', 'شدن', 'لطفا', 'تعمیر', 'بشن']"
2339,2339,معاون آموزشی دانشکده چه کسی است,2,"['معاون', 'آموزشی', 'دانشکده', 'چه', 'کسی', 'است']","['معاون', 'آموزشی', 'دانشکده', 'چه', 'کسی', 'است']"
2340,2340,امروز غذای سلف چیه,5,"['امروز', 'غذای', 'سلف', 'چیه']","['امروز', 'غذای', 'سلف', 'چیه']"
2341,2341,چرا هوا سرد است,5,"['چرا', 'هوا', 'سرد', 'است']","['چرا', 'هوا', 'سرد', 'است']"
2342,2342,چرا دانشگاه سرویس رایگان داخلش نیست,4,"['چرا', 'دانشگاه', 'سرویس', 'رایگان', 'داخلش', 'نیست']","['چرا', 'دانشگاه', 'سرویس', 'رایگان', 'داخلش', 'نیست']"
2343,2343,چجوری در انجمن علمی رباتیک عضو بشم,2,"['چجوری', 'در', 'انجمن', 'علمی', 'رباتیک', 'عضو', 'بشم']","['چجوری', 'در', 'انجمن', 'علمی', 'رباتیک', 'عضو', 'بشم']"
2344,2344,کتاب های مرتبط به ساختمان داده را اعلام کنید,3,"['کتاب', 'های', 'مرتبط', 'به', 'ساختمان', 'داده', 'را', 'اعلام', 'کنید']","['کتاب', 'های', 'مرتبط', 'به', 'ساختمان', 'داده', 'را', 'اعلام', 'کنید']"
2345,2345,شرایط پژوهش و فعالیت دانشجویان کارشناسی در کارگاه و ازمایشگاه های اساتید را بیشتر فراهم و اطلاع رسانی کنید لطفا,4,"['شرایط', 'پژوهش', 'و', 'فعالیت', 'دانشجویان', 'کارشناسی', 'در', 'کارگاه', 'و', 'ازمایشگاه', 'های', 'اساتید', 'را', 'بیشتر', 'فراهم', 'و', 'اطلاع', 'رسانی', 'کنید', 'لطفا']","['شرایط', 'پژوهش', 'و', 'فعالیت', 'دانشجویان', 'کارشناسی', 'در', 'کارگاه', 'و', 'ازمایشگاه', 'های', 'اساتید', 'را', 'بیشتر', 'فراهم', 'و', 'اطلاع', 'رسانی', 'کنید', 'لطفا']"
2346,2346,درس فیزیک این ترم ارائه میشه,1,"['درس', 'فیزیک', 'این', 'ترم', 'ارائه', 'میشه']","['درس', 'فیزیک', 'این', 'ترم', 'ارائه', 'میشه']"
2347,2347,فاصله بین دو ترم رو بیشتر کنید,4,"['فاصله', 'بین', 'دو', 'ترم', 'رو', 'بیشتر', 'کنید']","['فاصله', 'بین', 'دو', 'ترم', 'رو', 'بیشتر', 'کنید']"
2348,2348,ارتفاغ ساختمان دانشکده چقدر است,5,"['ارتفاغ', 'ساختمان', 'دانشکده', 'چقدر', 'است']","['ارتفاغ', 'ساختمان', 'دانشکده', 'چقدر', 'است']"
2349,2349,برای فارغ التحصیلی بایدحتما مدرسه تکمیلی پاس کنیم,1,"['برای', 'فارغ', 'التحصیلی', 'بایدحتما', 'مدرسه', 'تکمیلی', 'پاس', 'کنیم']","['برای', 'فارغ', 'التحصیلی', 'بایدحتما', 'مدرسه', 'تکمیلی', 'پاس', 'کنیم']"
2350,2350,ساعت چنده,5,"['ساعت', 'چنده']","['ساعت', 'چنده']"
2351,2351,غیبت در امتحان باعث می شود درس را افتاد,1,"['غیبت', 'در', 'امتحان', 'باعث', 'می', 'شود', 'درس', 'را', 'افتاد']","['غیبت', 'در', 'امتحان', 'باعث', 'می', 'شود', 'درس', 'را', 'افتاد']"
2352,2352,کمیته پزشکی دانشگاه کجا تشکیل می شود,2,"['کمیته', 'پزشکی', 'دانشگاه', 'کجا', 'تشکیل', 'می', 'شود']","['کمیته', 'پزشکی', 'دانشگاه', 'کجا', 'تشکیل', 'می', 'شود']"
2353,2353,هوا افتابی است یا طوفانی,5,"['هوا', 'افتابی', 'است', 'یا', 'طوفانی']","['هوا', 'افتابی', 'است', 'یا', 'طوفانی']"
2354,2354,آرامگاه شهدای گمنام کجاست,2,"['آرامگاه', 'شهدای', 'گمنام', 'کجاست']","['آرامگاه', 'شهدای', 'گمنام', 'کجاست']"
2355,2355,جایگاه علمی دانشگاه در سطح کشور چگونه است,2,"['جایگاه', 'علمی', 'دانشگاه', 'در', 'سطح', 'کشور', 'چگونه', 'است']","['جایگاه', 'علمی', 'دانشگاه', 'در', 'سطح', 'کشور', 'چگونه', 'است']"
2356,2356,کلاس کجاست,2,"['کلاس', 'کجاست']","['کلاس', 'کجاست']"
2357,2357,کار پیدا کردی,5,"['کار', 'پیدا', 'کردی']","['کار', 'پیدا', 'کردی']"
2358,2358,چرا لابی دانشکده را بدون همفکری با دانشجویان خراب کردید,4,"['چرا', 'لابی', 'دانشکده', 'را', 'بدون', 'همفکری', 'با', 'دانشجویان', 'خراب', 'کردید']","['چرا', 'لابی', 'دانشکده', 'را', 'بدون', 'همفکری', 'با', 'دانشجویان', 'خراب', 'کردید']"
2359,2359,خوابگاه را چطور میتوان گرفت,1,"['خوابگاه', 'را', 'چطور', 'میتوان', 'گرفت']","['خوابگاه', 'را', 'چطور', 'میتوان', 'گرفت']"
2360,2360,یه سیستم می خوام که بیشتر از گیگ رم داشته باشه,3,"['یه', 'سیستم', 'می', 'خوام', 'که', 'بیشتر', 'از', 'گیگ', 'رم', 'داشته', 'باشه']","['یه', 'سیستم', 'می', 'خوام', 'که', 'بیشتر', 'از', 'گیگ', 'رم', 'داشته', 'باشه']"
2361,2361,ساعت باز بودن دانشکده چند است,2,"['ساعت', 'باز', 'بودن', 'دانشکده', 'چند', 'است']","['ساعت', 'باز', 'بودن', 'دانشکده', 'چند', 'است']"
2362,2362,مداد من گم شده,5,"['مداد', 'من', 'گم', 'شده']","['مداد', 'من', 'گم', 'شده']"
2363,2363,چند ساعت خواب نیاز داره یه دانشجو,5,"['چند', 'ساعت', 'خواب', 'نیاز', 'داره', 'یه', 'دانشجو']","['چند', 'ساعت', 'خواب', 'نیاز', 'داره', 'یه', 'دانشجو']"
2364,2364,حداکثر دفعات حذف ترم چقدر است,1,"['حداکثر', 'دفعات', 'حذف', 'ترم', 'چقدر', 'است']","['حداکثر', 'دفعات', 'حذف', 'ترم', 'چقدر', 'است']"
2365,2365,برای ثبت نام باید کجا برم,1,"['برای', 'ثبت', 'نام', 'باید', 'کجا', 'برم']","['برای', 'ثبت', 'نام', 'باید', 'کجا', 'برم']"
2366,2366,هیچکس یا بهرام ,5,"['هیچکس', 'یا', 'بهرام']","['هیچکس', 'یا', 'بهرام']"
2367,2367,دست ما را در انتخاب واحد باز تر بگذارید,4,"['دست', 'ما', 'را', 'در', 'انتخاب', 'واحد', 'باز', 'تر', 'بگذارید']","['دست', 'ما', 'را', 'در', 'انتخاب', 'واحد', 'باز', 'تر', 'بگذارید']"
2368,2368,رمز اینترنت دانشکده جیه,2,"['رمز', 'اینترنت', 'دانشکده', 'جیه']","['رمز', 'اینترنت', 'دانشکده', 'جیه']"
2369,2369,گز سوغات کدام استان است,5,"['گز', 'سوغات', 'کدام', 'استان', 'است']","['گز', 'سوغات', 'کدام', 'استان', 'است']"
2370,2370,تمارین داده شده در بازه ی امتحانی بدون وجود فرجه به خواندن دانشجو لطمه وارد می کند,4,"['تمارین', 'داده', 'شده', 'در', 'بازه', 'ی', 'امتحانی', 'بدون', 'وجود', 'فرجه', 'به', 'خواندن', 'دانشجو', 'لطمه', 'وارد', 'می', 'کند']","['تمارین', 'داده', 'شده', 'در', 'بازه', 'ی', 'امتحانی', 'بدون', 'وجود', 'فرجه', 'به', 'خواندن', 'دانشجو', 'لطمه', 'وارد', 'می', 'کند']"
2371,2371,چند واحد درس عمومی باید پاس کنم,1,"['چند', 'واحد', 'درس', 'عمومی', 'باید', 'پاس', 'کنم']","['چند', 'واحد', 'درس', 'عمومی', 'باید', 'پاس', 'کنم']"
2372,2372,شروع کلاس ها چه تاریخی هست,1,"['شروع', 'کلاس', 'ها', 'چه', 'تاریخی', 'هست']","['شروع', 'کلاس', 'ها', 'چه', 'تاریخی', 'هست']"
2373,2373,سلف غذاخوری از چه ساعتی تا چه ساعتی است,2,"['سلف', 'غذاخوری', 'از', 'چه', 'ساعتی', 'تا', 'چه', 'ساعتی', 'است']","['سلف', 'غذاخوری', 'از', 'چه', 'ساعتی', 'تا', 'چه', 'ساعتی', 'است']"
2374,2374,حداقل معدل مشروطی چنده,1,"['حداقل', 'معدل', 'مشروطی', 'چنده']","['حداقل', 'معدل', 'مشروطی', 'چنده']"
2375,2375,نامه از یه شرکت بیاریم دانشگاه مهر میزنه,1,"['نامه', 'از', 'یه', 'شرکت', 'بیاریم', 'دانشگاه', 'مهر', 'میزنه']","['نامه', 'از', 'یه', 'شرکت', 'بیاریم', 'دانشگاه', 'مهر', 'میزنه']"
2376,2376,چند واحد میتونم تو انتخاب واحد اخذ کنم,1,"['چند', 'واحد', 'میتونم', 'تو', 'انتخاب', 'واحد', 'اخذ', 'کنم']","['چند', 'واحد', 'میتونم', 'تو', 'انتخاب', 'واحد', 'اخذ', 'کنم']"
2377,2377,چطوری میتونیم دانشکده زبان چینی را پیدا کنم,2,"['چطوری', 'میتونیم', 'دانشکده', 'زبان', 'چینی', 'را', 'پیدا', 'کنم']","['چطوری', 'میتونیم', 'دانشکده', 'زبان', 'چینی', 'را', 'پیدا', 'کنم']"
2378,2378,نمیشود دانشکده را به مکانی بزرگتر منتقل کنیم,4,"['نمیشود', 'دانشکده', 'را', 'به', 'مکانی', 'بزرگتر', 'منتقل', 'کنیم']","['نمیشود', 'دانشکده', 'را', 'به', 'مکانی', 'بزرگتر', 'منتقل', 'کنیم']"
2379,2379,نمرات طی ترم را افزایش دهید,4,"['نمرات', 'طی', 'ترم', 'را', 'افزایش', 'دهید']","['نمرات', 'طی', 'ترم', 'را', 'افزایش', 'دهید']"
2380,2380,دفتر ریاست دانشکده کجاست,2,"['دفتر', 'ریاست', 'دانشکده', 'کجاست']","['دفتر', 'ریاست', 'دانشکده', 'کجاست']"
2381,2381,اتاق بازی را تعمیر نمیکنید,4,"['اتاق', 'بازی', 'را', 'تعمیر', 'نمیکنید']","['اتاق', 'بازی', 'را', 'تعمیر', 'نمیکنید']"
2382,2382,برای کمردرد پیش کدام دکتر بروم,5,"['برای', 'کمردرد', 'پیش', 'کدام', 'دکتر', 'بروم']","['برای', 'کمردرد', 'پیش', 'کدام', 'دکتر', 'بروم']"
2383,2383,حجم برخی دروس خیلی بالا است,4,"['حجم', 'برخی', 'دروس', 'خیلی', 'بالا', 'است']","['حجم', 'برخی', 'دروس', 'خیلی', 'بالا', 'است']"
2384,2384,دمای هوا امروز چقدر است,5,"['دمای', 'هوا', 'امروز', 'چقدر', 'است']","['دمای', 'هوا', 'امروز', 'چقدر', 'است']"
2385,2385,چند ترم میشه مشروط شد ,1,"['چند', 'ترم', 'میشه', 'مشروط', 'شد']","['چند', 'ترم', 'میشه', 'مشروط', 'شد']"
2386,2386,قول داده شده که لابی جدید ساخته شود ولی خبری نیست,4,"['قول', 'داده', 'شده', 'که', 'لابی', 'جدید', 'ساخته_شود', 'ولی', 'خبری', 'نیست']","['قول', 'داده', 'شده', 'که', 'لابی', 'جدید', 'ساخته_شود', 'ولی', 'خبری', 'نیست']"
2387,2387,میخوام درخت بکارم,5,"['میخوام', 'درخت', 'بکارم']","['میخوام', 'درخت', 'بکارم']"
2388,2388,کجا میتونم معاون آموزشی رو ببینم,2,"['کجا', 'میتونم', 'معاون', 'آموزشی', 'رو', 'ببینم']","['کجا', 'میتونم', 'معاون', 'آموزشی', 'رو', 'ببینم']"
2389,2389,نحوه تهیه خورش قیمه,5,"['نحوه', 'تهیه', 'خورش', 'قیمه']","['نحوه', 'تهیه', 'خورش', 'قیمه']"
2390,2390,سرویس دانشگاه کجاست,2,"['سرویس', 'دانشگاه', 'کجاست']","['سرویس', 'دانشگاه', 'کجاست']"
2391,2391,سقف واحد تابستون چند,1,"['سقف', 'واحد', 'تابستون', 'چند']","['سقف', 'واحد', 'تابستون', 'چند']"
2392,2392,چگونه عضو گروه های دانشجویی بشوم,5,"['چگونه', 'عضو', 'گروه', 'های', 'دانشجویی', 'بشوم']","['چگونه', 'عضو', 'گروه', 'های', 'دانشجویی', 'بشوم']"
2393,2393,انجمن علمی کجاس ,2,"['انجمن', 'علمی', 'کجاس']","['انجمن', 'علمی', 'کجاس']"
2394,2394,جشن روز دانشکده چه تاریخی برگزار میشود,2,"['جشن', 'روز', 'دانشکده', 'چه', 'تاریخی', 'برگزار', 'میشود']","['جشن', 'روز', 'دانشکده', 'چه', 'تاریخی', 'برگزار', 'میشود']"
2395,2395,سلف کجاست,2,"['سلف', 'کجاست']","['سلف', 'کجاست']"
2396,2396,میتوانم وسایلم را روی میز بگذارم,3,"['میتوانم', 'وسایلم', 'را', 'روی', 'میز', 'بگذارم']","['میتوانم', 'وسایلم', 'را', 'روی', 'میز', 'بگذارم']"
2397,2397,سالن مطالعه مجزا تا چه تایمی باز است,3,"['سالن', 'مطالعه', 'مجزا', 'تا', 'چه', 'تایمی', 'باز', 'است']","['سالن', 'مطالعه', 'مجزا', 'تا', 'چه', 'تایمی', 'باز', 'است']"
2398,2398,آدرس دانشگاه چیست,2,"['آدرس', 'دانشگاه', 'چیست']","['آدرس', 'دانشگاه', 'چیست']"
2399,2399,در صورت انجام ندادن نظرسنجی اساتید چه میشود,1,"['در', 'صورت', 'انجام', 'ندادن', 'نظرسنجی', 'اساتید', 'چه', 'میشود']","['در', 'صورت', 'انجام', 'ندادن', 'نظرسنجی', 'اساتید', 'چه', 'میشود']"
2400,2400,آیا درخت کاج همیشه سبز است,5,"['آیا', 'درخت', 'کاج', 'همیشه', 'سبز', 'است']","['آیا', 'درخت', 'کاج', 'همیشه', 'سبز', 'است']"
2401,2401,چند واحد در حذف و اضافه میتوانم حذف کنم,1,"['چند', 'واحد', 'در', 'حذف', 'و', 'اضافه', 'میتوانم', 'حذف', 'کنم']","['چند', 'واحد', 'در', 'حذف', 'و', 'اضافه', 'میتوانم', 'حذف', 'کنم']"
2402,2402,صندوق کمک های اولیه رو کجا گذاشتن,2,"['صندوق', 'کمک', 'های', 'اولیه', 'رو', 'کجا', 'گذاشتن']","['صندوق', 'کمک', 'های', 'اولیه', 'رو', 'کجا', 'گذاشتن']"
2403,2403,سالن آمفی تئاتر کجاس ,2,"['سالن', 'آمفی', 'تئاتر', 'کجاس']","['سالن', 'آمفی', 'تئاتر', 'کجاس']"
2404,2404,مهلت حذف تکدرس تا چه روزی است,1,"['مهلت', 'حذف', 'تکدرس', 'تا', 'چه', 'روزی', 'است']","['مهلت', 'حذف', 'تکدرس', 'تا', 'چه', 'روزی', 'است']"
2405,2405,دکتر قوامی زاده چه روز هایی در دانشکده حضور دارند,2,"['دکتر', 'قوامی', 'زاده', 'چه', 'روز', 'هایی', 'در', 'دانشکده', 'حضور', 'دارند']","['دکتر', 'قوامی', 'زاده', 'چه', 'روز', 'هایی', 'در', 'دانشکده', 'حضور', 'دارند']"
2406,2406,نحوه عضویت در بسیج دانشکده چطور است,5,"['نحوه', 'عضویت', 'در', 'بسیج', 'دانشکده', 'چطور', 'است']","['نحوه', 'عضویت', 'در', 'بسیج', 'دانشکده', 'چطور', 'است']"
2407,2407,اتوبوس دانشگاه چه ساعتی می رسه,2,"['اتوبوس', 'دانشگاه', 'چه', 'ساعتی', 'می', 'رسه']","['اتوبوس', 'دانشگاه', 'چه', 'ساعتی', 'می', 'رسه']"
2408,2408,کتاب های مرجع هم میتوان قرض گرفت,3,"['کتاب', 'های', 'مرجع', 'هم', 'میتوان', 'قرض', 'گرفت']","['کتاب', 'های', 'مرجع', 'هم', 'میتوان', 'قرض', 'گرفت']"
2409,2409,شرایط اخذ دوره ی کهاد چیست,1,"['شرایط', 'اخذ', 'دوره', 'ی', 'کهاد', 'چیست']","['شرایط', 'اخذ', 'دوره', 'ی', 'کهاد', 'چیست']"
2410,2410,چطوری میشه جای دیگه مهمان شد ,1,"['چطوری', 'میشه', 'جای', 'دیگه', 'مهمان', 'شد']","['چطوری', 'میشه', 'جای', 'دیگه', 'مهمان', 'شد']"
2411,2411,شروع حذف تک درس کیه ,1,"['شروع', 'حذف', 'تک', 'درس', 'کیه']","['شروع', 'حذف', 'تک', 'درس', 'کیه']"
2412,2412,چرا فرجه ای برای ما در نظر گرفته نشده است,4,"['چرا', 'فرجه', 'ای', 'برای', 'ما', 'در', 'نظر', 'گرفته_نشده_است']","['چرا', 'فرجه', 'ای', 'برای', 'ما', 'در', 'نظر', 'گرفته_نشده_است']"
2413,2413,ایا امکان برداشتن بیش از واحد در صورت لزوم امکان پذیر است,1,"['ایا', 'امکان', 'برداشتن', 'بیش', 'از', 'واحد', 'در', 'صورت', 'لزوم', 'امکان', 'پذیر', 'است']","['ایا', 'امکان', 'برداشتن', 'بیش', 'از', 'واحد', 'در', 'صورت', 'لزوم', 'امکان', 'پذیر', 'است']"
2414,2414,آیا امکان آوردن حیوان خانگی به دانشگاه وجود دارد ,5,"['آیا', 'امکان', 'آوردن', 'حیوان', 'خانگی', 'به', 'دانشگاه', 'وجود', 'دارد']","['آیا', 'امکان', 'آوردن', 'حیوان', 'خانگی', 'به', 'دانشگاه', 'وجود', 'دارد']"
2415,2415,واحد به من کم رسیده امکانش هست ظرفیت اضافه کنید,1,"['واحد', 'به', 'من', 'کم', 'رسیده', 'امکانش', 'هست', 'ظرفیت', 'اضافه', 'کنید']","['واحد', 'به', 'من', 'کم', 'رسیده', 'امکانش', 'هست', 'ظرفیت', 'اضافه', 'کنید']"
2416,2416,استاد اجازه برداشتن این درس رو به من داده,1,"['استاد', 'اجازه', 'برداشتن', 'این', 'درس', 'رو', 'به', 'من', 'داده']","['استاد', 'اجازه', 'برداشتن', 'این', 'درس', 'رو', 'به', 'من', 'داده']"
2417,2417,مدارکی که برای ثبت,1,"['مدارکی', 'که', 'برای', 'ثبت']","['مدارکی', 'که', 'برای', 'ثبت']"
2418,2418,سامانه درس افزار مشکل تایم دارد,4,"['سامانه', 'درس', 'افزار', 'مشکل', 'تایم', 'دارد']","['سامانه', 'درس', 'افزار', 'مشکل', 'تایم', 'دارد']"
2419,2419,دکتر جهانیان دیر میاد سر کلاس,4,"['دکتر', 'جهانیان', 'دیر', 'میاد', 'سر', 'کلاس']","['دکتر', 'جهانیان', 'دیر', 'میاد', 'سر', 'کلاس']"
2420,2420,شرایط برداشتن دوره کهاد چیست,1,"['شرایط', 'برداشتن', 'دوره', 'کهاد', 'چیست']","['شرایط', 'برداشتن', 'دوره', 'کهاد', 'چیست']"
2421,2421,فردا هم میشه از سیستم ها استفاده کرد,3,"['فردا', 'هم', 'میشه', 'از', 'سیستم', 'ها', 'استفاده', 'کرد']","['فردا', 'هم', 'میشه', 'از', 'سیستم', 'ها', 'استفاده', 'کرد']"
2422,2422,مدرک فلان استاد چیست,2,"['مدرک', 'فلان', 'استاد', 'چیست']","['مدرک', 'فلان', 'استاد', 'چیست']"
2423,2423,برنامه امتحانی را از کجا می شود دید,1,"['برنامه', 'امتحانی', 'را', 'از', 'کجا', 'می', 'شود', 'دید']","['برنامه', 'امتحانی', 'را', 'از', 'کجا', 'می', 'شود', 'دید']"
2424,2424,برای تاخیر تحویل کتاب چقدر جریمه باید بپردازم,3,"['برای', 'تاخیر', 'تحویل', 'کتاب', 'چقدر', 'جریمه', 'باید', 'بپردازم']","['برای', 'تاخیر', 'تحویل', 'کتاب', 'چقدر', 'جریمه', 'باید', 'بپردازم']"
2425,2425,مهلت حذف اضطراری کی هست,1,"['مهلت', 'حذف', 'اضطراری', 'کی', 'هست']","['مهلت', 'حذف', 'اضطراری', 'کی', 'هست']"
2426,2426,از کجا میتونیم وام دانشجویی بگیریم,5,"['از', 'کجا', 'میتونیم', 'وام', 'دانشجویی', 'بگیریم']","['از', 'کجا', 'میتونیم', 'وام', 'دانشجویی', 'بگیریم']"
2427,2427,باکس دکتر شمس فرد کجاست,2,"['باکس', 'دکتر', 'شمس', 'فرد', 'کجاست']","['باکس', 'دکتر', 'شمس', 'فرد', 'کجاست']"
2428,2428,لابی میخوایم,4,"['لابی', 'میخوایم']","['لابی', 'میخوایم']"
2429,2429,ریزنمراتم را چگونه میتوانم بگیرم,1,"['ریزنمراتم', 'را', 'چگونه', 'میتوانم', 'بگیرم']","['ریزنمراتم', 'را', 'چگونه', 'میتوانم', 'بگیرم']"
2430,2430,شرایط امتحان فلان استاد استرس زیادی به ما وارد میکند,4,"['شرایط', 'امتحان', 'فلان', 'استاد', 'استرس', 'زیادی', 'به', 'ما', 'وارد', 'میکند']","['شرایط', 'امتحان', 'فلان', 'استاد', 'استرس', 'زیادی', 'به', 'ما', 'وارد', 'میکند']"
